id,name,slug,visible,productType,sku,price,currency,formattedPrice,description,categories,options,variants,customTextFields,ribbons,productPageUrl,lastUpdated,localImages,imageUrls
6da86042-bd4b-839c-92ef-c94ba51cb792,2025 Jog-A-Thon Sponsorship,sponsorship,False,physical,,50,USD,$50.00,"Please enter a name for donation. We will use this name/entry when creating signs to thank you for your donation. (Use Last Name, The XXX Family, Company Name, etc.) Please email company logos in PNG format to arnaz.khambatta@mbmapg.org",,Sponsorship Level: Trot|Jog|Run|Sprint,Sponsorship Level=Trot@50; Sponsorship Level=Jog@150; Sponsorship Level=Run@250; Sponsorship Level=Sprint@500,Name for Donation*,,https://www.mbmapg.org/product-page/sponsorship,2025-04-30T17:39:30.776Z,2025-jog-a-thon-sponsorship.png | 2025-jog-a-thon-sponsorship-2.png | 2025-jog-a-thon-sponsorship-3.png | 2025-jog-a-thon-sponsorship-4.png | 2025-jog-a-thon-sponsorship-5.png,"https://static.wixstatic.com/media/ae91bf_e51d528633354947bad61699e20ea73a~mv2.png/v1/fit/w_1200,h_1200,q_90/file.png | https://static.wixstatic.com/media/ae91bf_aa67039d26f84866ae5d8295edc74694~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/ae91bf_8f6a757446f843639cf82c207882baac~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/ae91bf_19a9a4c0155b45da83d0a2b1d244b8b7~mv2.png/v1/fit/w_500,h_500,q_90/file.png | https://static.wixstatic.com/media/ae91bf_36e55dc5303f4eaaa231dfc5490fb5d4~mv2.png/v1/fit/w_500,h_500,q_90/file.png"
53be10f7-cdf5-073f-623a-ab95a1902bea,Halloween Carnival General Admission,halloween-carnival-general-admission-1,False,physical,HC-2024DAYOF,50,USD,$50.00,Halloween Carnival Wristbands. Every child must have a wristband to enter the carnival. Adults and Children under 2 are free. Day-of / general admission 2024.,,Classroom: K1|K2|K3|K4|K5|K6|RM02|RM03|RM04|RM05|RM06|RM07|RM08|RM11|Alumni or Non-MBMA student,default@50(sku:HC-2024DAYOF),Student Name & Room Number*,,https://www.mbmapg.org/product-page/halloween-carnival-general-admission-1,2024-10-24T00:14:22.072Z,halloween-carnival-general-admission.png,"https://static.wixstatic.com/media/ae91bf_8b9106deffd045f29ffd16c6e090f0d9~mv2.png/v1/fit/w_1080,h_1080,q_90/file.png"
f2435f53-86c2-627b-3465-66bf724e794d,Halloween Carnival General Admission,halloween-carnival-general-admission,False,physical,HC-2024GEN,50,USD,$50.00,Pre-Sale Halloween Carnival Wristbands 2024. Unlimited access to carnival games; 10 free prize tickets for pre-orders.,,Classroom: K1|K2|K3|K4|K5|K6|RM02|RM03|RM04|RM05|RM06|RM07|RM08|RM11|Alumni or Non-MBMA student,default@50(sku:HC-2024GEN),Student Name & Room Number*,,https://www.mbmapg.org/product-page/halloween-carnival-general-admission,2024-10-24T00:10:13.452Z,halloween-carnival-general-admission-2.png,"https://static.wixstatic.com/media/ae91bf_d22eab7721f94afd86dc3698260bd2ab~mv2.png/v1/fit/w_1080,h_1080,q_90/file.png"
ff5f737a-7014-8401-9a0d-12114665af9b,2024-2025 MBMA Yearbook,2023-2024-mbma-yearbook,False,physical,,35,USD,$35.00,Purchase this year's '24-'25 MBMA Yearbook $35 Yearbooks will be distributed on June 6th to your child's classroom.,,,default@35,"Please tell us your Child's FIRST and LAST Name* | What Classroom in your child in?  (if you have more than one child, room of OLDEST)*",BUY NOW $35,https://www.mbmapg.org/product-page/2023-2024-mbma-yearbook,2025-08-24T00:49:28.713Z,2024-2025-mbma-yearbook.png,"https://static.wixstatic.com/media/ae91bf_88d74d61aaa64fa995e3284d27ff364f~mv2.png/v1/fit/w_1626,h_2012,q_90/file.png"
84dcf9fe-2a2b-51a5-9f29-c0ee4ffda90f,Halloween 10 Game Tickets for $10,halloween-10-game-tickets-for-10,False,physical,,10,USD,$10.00,Halloween 10 Game Tickets for $10,,,default@10,Please enter your Child's FIRST and LAST Name with Room #* | If purchasing for MORE than one child: Enter 2nd Child's FIRST and LAST Name with Room #,,https://www.mbmapg.org/product-page/halloween-10-game-tickets-for-10,2021-10-28T16:18:54.957Z,halloween-10-game-tickets-for-10.png,"https://static.wixstatic.com/media/ae91bf_2881e4ce63db455bbeeb4db94d8252cf~mv2.png/v1/fit/w_1080,h_1080,q_90/file.png"
ba2d3678-2acf-303b-eb5b-3400cfeebc69,TEACHERS Pizza Lunch,teachers-pizza-lunch,True,physical,,0,USD,$0.00,"Choice of 1-2 slices or 3-5 CHEESE ONLY Slices. NOTE: slices are double cut (large usually 8 becomes 16, slightly smaller).",,Total Pizza Slices: 1-2 Slices|3-5 Slices | Cheese Slices: 1|2|3|4|5,"Total Pizza Slices=1-2 Slices,Cheese Slices=1@0; Total Pizza Slices=1-2 Slices,Cheese Slices=2@0; Total Pizza Slices=1-2 Slices,Cheese Slices=3@0; Total Pizza Slices=1-2 Slices,Cheese Slices=4@0; Total Pizza Slices=1-2 Slices,Cheese Slices=5@0; Total Pizza Slices=3-5 Slices,Cheese Slices=1@0; Total Pizza Slices=3-5 Slices,Cheese Slices=2@0; Total Pizza Slices=3-5 Slices,Cheese Slices=3@0; Total Pizza Slices=3-5 Slices,Cheese Slices=4@0; Total Pizza Slices=3-5 Slices,Cheese Slices=5@0",TEACHER INFO - First Last Name- Room#*,,https://www.mbmapg.org/product-page/teachers-pizza-lunch,2026-08-14T22:22:06.338Z,teachers-pizza-lunch.png,"https://static.wixstatic.com/media/ae91bf_89e9fedbb0da4bb5823deb0444ec433f~mv2.png/v1/fit/w_1080,h_1080,q_90/file.png"
e5349464-ce95-d835-2f7d-6e19a710009e,PE/Field Trip Tee - Adult Blue,pe-field-trip-tee-adult-blue-1,True,physical,,18,USD,$18.00,,Apparel,Size: Small|Medium|Large|X-Large,Size=Small@18; Size=Medium@18; Size=Large@18; Size=X-Large@18,Student Info- First Last Name- Room#*,,https://www.mbmapg.org/product-page/pe-field-trip-tee-adult-blue-1,2022-09-02T00:49:07.530Z,pefield-trip-tee-adult-blue.jpg,"https://static.wixstatic.com/media/9180b9_e1535a03e8ef455ab59095b3ff7d06db~mv2_d_3024_4032_s_4_2.jpg/v1/fit/w_3024,h_4032,q_90/file.jpg"
f677a107-e0c9-228e-af50-5f55f0ae1e85,Bench with Recognition Plaque,bench-with-recognition-plaque,False,physical,,750,USD,$750.00,"White Convert-A-Bench Permanent Recognition. Recognition Plaque Wording: punctuation marks, quotes, brackets, commas, and spaces count as characters.",,,default@750,Recognition Plaque Wording*,,https://www.mbmapg.org/product-page/bench-with-recognition-plaque,2021-09-09T09:11:27.076Z,bench-with-recognition-plaque.jpg,"https://static.wixstatic.com/media/ae91bf_6d2d47ba96184c3c824baf1c9f62b337~mv2.jpg/v1/fit/w_1500,h_1000,q_90/file.jpg"
e665ec42-1157-60bf-ecb4-cf926d5271a1,Path of Appreciation Paver $500,path-of-appreciation-paver-500,True,physical,,500,USD,$500.00,Contribution for a permanent concrete paver on the Path of Appreciation at the main entrance. Family name and message displayed.,,Size & Color: 12x12 Tan|12x12 Gray,default@500,"Please write desired message below.  Spaces, commas, and punctuation marks count as a character.*",,https://www.mbmapg.org/product-page/path-of-appreciation-paver-500,2026-03-12T17:09:40.502Z,path-of-appreciation-paver-500.jpg | path-of-appreciation-paver-500-2.jpg | path-of-appreciation-paver-500-3.jpg | path-of-appreciation-paver-500-4.jpg | path-of-appreciation-paver-500-5.png,"https://static.wixstatic.com/media/9180b9_a8c1b01ab0854ce984aa45e92af6a071~mv2_d_4032_3024_s_4_2.jpg/v1/fit/w_4032,h_3024,q_90/file.jpg | https://static.wixstatic.com/media/9180b9_77951e60b5b64b7a99f780a1c2b1490c~mv2_d_1746_1309_s_2.jpg/v1/fit/w_1746,h_1309,q_90/file.jpg | https://static.wixstatic.com/media/9180b9_a1afc8c69f654302aff97e13ef994050~mv2_d_3316_3316_s_4_2.jpg/v1/fit/w_3316,h_3316,q_90/file.jpg | https://static.wixstatic.com/media/9180b9_63f6b1de2284417fac96d07629529dcc~mv2_d_3024_4032_s_4_2.jpg/v1/fit/w_3024,h_4032,q_90/file.jpg | https://static.wixstatic.com/media/ae91bf_237b053be72a4d36bbe8b73a6a7ec7e1~mv2.png/v1/fit/w_498,h_190,q_90/file.png"
05a2aa34-a303-438d-2318-b2d8bb402f05,Path of Appreciation Paver $250,path-of-appreciation-paver-200,True,physical,,250,USD,$250.00,Contribution for a permanent concrete paver on the Path of Appreciation at the main entrance. Family name and message displayed.,,Size & Color: 8x8 Gray|8x8 Beige,default@250,"Please write desired message below.  Spaces, commas, and punctuation marks count as a character.*",,https://www.mbmapg.org/product-page/path-of-appreciation-paver-200,2026-03-12T17:10:00.307Z,path-of-appreciation-paver-250.jpg | path-of-appreciation-paver-250-2.jpg | path-of-appreciation-paver-250-3.jpg | path-of-appreciation-paver-250-4.jpg | path-of-appreciation-paver-250-5.png,"https://static.wixstatic.com/media/9180b9_a8c1b01ab0854ce984aa45e92af6a071~mv2_d_4032_3024_s_4_2.jpg/v1/fit/w_4032,h_3024,q_90/file.jpg | https://static.wixstatic.com/media/9180b9_77951e60b5b64b7a99f780a1c2b1490c~mv2_d_1746_1309_s_2.jpg/v1/fit/w_1746,h_1309,q_90/file.jpg | https://static.wixstatic.com/media/9180b9_a1afc8c69f654302aff97e13ef994050~mv2_d_3316_3316_s_4_2.jpg/v1/fit/w_3316,h_3316,q_90/file.jpg | https://static.wixstatic.com/media/9180b9_63f6b1de2284417fac96d07629529dcc~mv2_d_3024_4032_s_4_2.jpg/v1/fit/w_3024,h_4032,q_90/file.jpg | https://static.wixstatic.com/media/ae91bf_237b053be72a4d36bbe8b73a6a7ec7e1~mv2.png/v1/fit/w_498,h_190,q_90/file.png"
a9561df4-9768-025e-36c8-86ccbcc3246c,Halloween Carnival Admission,halloween-carnival-admission,False,physical,HC-2024,40,USD,$40.00,Pre-Sale Halloween Carnival Wristbands. Every child must have a wristband; adults and under-2 free. Unlimited carnival game access.,,Classroom: K1|K2|K3|K4|K5|K6|RM02|RM03|RM04|RM05|RM06|RM07|RM08|RM11|Alumni or Non-MBMA student,default@40(sku:HC-2024),Student Name*,,https://www.mbmapg.org/product-page/halloween-carnival-admission,2024-10-23T15:37:13.408Z,halloween-carnival-admission.png,"https://static.wixstatic.com/media/ae91bf_8ce17c721b744a7189d7156d2c726a74~mv2.png/v1/fit/w_1080,h_1080,q_90/file.png"
e11c1c0d-e833-0933-734a-39367fc1a709,Halloween Carnival Sponsorship,halloween-carnival-sponsorship,False,physical,,25,USD,$25.00,"Please enter a name for donation. We will use this name/entry when creating signs to thank you for your donation. (Use Last Name, The XXX Family, Company Name, etc.)",,Sponsorship Level: Giving Goblin|Plentiful Pumpkin|Bounteous Bats|Philanthropic Phantoms|Magnanimous Mummies,Sponsorship Level=Giving Goblin@25; Sponsorship Level=Plentiful Pumpkin@50; Sponsorship Level=Bounteous Bats@100; Sponsorship Level=Philanthropic Phantoms@250; Sponsorship Level=Magnanimous Mummies@300,Name for Donation*,,https://www.mbmapg.org/product-page/halloween-carnival-sponsorship,2025-12-08T19:36:26.430Z,halloween-carnival-sponsorship.png | halloween-carnival-sponsorship-2.png | halloween-carnival-sponsorship-3.png | halloween-carnival-sponsorship-4.png | halloween-carnival-sponsorship-5.png | halloween-carnival-sponsorship-6.png,"https://static.wixstatic.com/media/ae91bf_2e6d858e4f1a48a897679e9758720024~mv2.png/v1/fit/w_1080,h_1080,q_90/file.png | https://static.wixstatic.com/media/ae91bf_37b492b963e44c79904e1af840887114~mv2.png/v1/fit/w_1700,h_2200,q_90/file.png | https://static.wixstatic.com/media/ae91bf_93b56e452efc4ceb8d465ced3f182073~mv2.png/v1/fit/w_1700,h_2200,q_90/file.png | https://static.wixstatic.com/media/ae91bf_1fe312ca6e9d4544a3d2de6a6d45a6c5~mv2.png/v1/fit/w_1700,h_2200,q_90/file.png | https://static.wixstatic.com/media/ae91bf_5a6acfae74214a6dbbea605100a4c601~mv2.png/v1/fit/w_3230,h_4180,q_90/file.png | https://static.wixstatic.com/media/ae91bf_aa99c09a35544ab9a176468e2a703269~mv2.png/v1/fit/w_3137,h_4059,q_90/file.png"
46885bb8-83a2-7d12-c071-1561a689b2a1,Path of Appreciation Paver $100,path-of-appreciation-paver,True,physical,,100,USD,$100.00,Contribution for a permanent concrete paver on the Path of Appreciation at the main entrance. Family name and message displayed.,,Size & Color: 4x8 Tan|4x8 Beige,default@100,"Please write desired message below.  Spaces, commas, and punctuation marks count as a character.*",,https://www.mbmapg.org/product-page/path-of-appreciation-paver,2026-03-12T17:10:31.958Z,path-of-appreciation-paver-100.jpg | path-of-appreciation-paver-100-2.jpg | path-of-appreciation-paver-100-3.jpg | path-of-appreciation-paver-100-4.jpg | path-of-appreciation-paver-100-5.png,"https://static.wixstatic.com/media/9180b9_a8c1b01ab0854ce984aa45e92af6a071~mv2_d_4032_3024_s_4_2.jpg/v1/fit/w_4032,h_3024,q_90/file.jpg | https://static.wixstatic.com/media/9180b9_77951e60b5b64b7a99f780a1c2b1490c~mv2_d_1746_1309_s_2.jpg/v1/fit/w_1746,h_1309,q_90/file.jpg | https://static.wixstatic.com/media/9180b9_a1afc8c69f654302aff97e13ef994050~mv2_d_3316_3316_s_4_2.jpg/v1/fit/w_3316,h_3316,q_90/file.jpg | https://static.wixstatic.com/media/9180b9_63f6b1de2284417fac96d07629529dcc~mv2_d_3024_4032_s_4_2.jpg/v1/fit/w_3024,h_4032,q_90/file.jpg | https://static.wixstatic.com/media/ae91bf_237b053be72a4d36bbe8b73a6a7ec7e1~mv2.png/v1/fit/w_498,h_190,q_90/file.png"
84e00850-d8f8-6c43-ae3b-e5fe1891e45b,PE/Field Trip Tee- Adult Blue,pe-field-trip-tee-adult-blue,False,physical,,10,USD,$10.00,,Apparel,Size: X-Small|Small|Medium|Large|X-Large,Size=X-Small@10(sku:APEFT-AB-XS); Size=Small@10(sku:APEFT-AB-S); Size=Medium@10(sku:APEFT-AB-M); Size=Large@10(sku:APEFT-AB-L); Size=X-Large@10(sku:APEFT-AB-XL),Student Info- First Last Name- Room#*,,https://www.mbmapg.org/product-page/pe-field-trip-tee-adult-blue,2020-03-27T18:50:44.056Z,pefield-trip-tee-adult-blue-2.jpg,"https://static.wixstatic.com/media/9180b9_e1535a03e8ef455ab59095b3ff7d06db~mv2_d_3024_4032_s_4_2.jpg/v1/fit/w_3024,h_4032,q_90/file.jpg"
554ff2aa-c101-4115-b845-162193425061,PE/Field Trip Tee- Youth Blue,pe-field-trip-tee-youth-blue,True,physical,,15,USD,$15.00,,Apparel,Size: X-Small|Small|Medium|Large|X-Large|2T- La Casita|3T- La Casita,Size=X-Small@15(sku:APEFT-YB-XS); Size=Small@15(sku:APEFT-YB-S); Size=Medium@15(sku:APEFT-YB-M); Size=Large@15(sku:APEFT-YB-L); Size=X-Large@15(sku:APEFT-YB-XL); Size=2T- La Casita@15(sku:APEFT-YB-2T); Size=3T- La Casita@15(sku:APEFT-YB-3T),Student Info- First Last Name- Room#*,,https://www.mbmapg.org/product-page/pe-field-trip-tee-youth-blue,2025-12-08T19:37:00.380Z,pefield-trip-tee-youth-blue.jpg,"https://static.wixstatic.com/media/9180b9_e1535a03e8ef455ab59095b3ff7d06db~mv2_d_3024_4032_s_4_2.jpg/v1/fit/w_3024,h_4032,q_90/file.jpg"
dc243766-86ad-5762-a8ba-99c6435586f1,Emergency Fund (NEW Students ONLY),emergency-fund,False,physical,,10,USD,$10.00,"*Required For New Students Only. Emergency fund for Earthquake Kits (first aid, water, MRE) for each child. Kits refreshed every 5 years. Required once for new students.",,,default@10,Student Info- First Last Name- Room#*,,https://www.mbmapg.org/product-page/emergency-fund,2025-12-08T19:37:13.468Z,emergency-fund-new-students-only.jpg,"https://static.wixstatic.com/media/ae91bf_a6895b7a05e04b8f93b18011c904f0a2~mv2_d_1500_1200_s_2.jpg/v1/fit/w_1500,h_1200,q_90/file.jpg"
25d200de-b34e-5f81-6056-98c164a21c00,Pizza Lunch Fridays - Fundraiser,pizza-lunch,True,physical,,180,USD,$180.00,Cheese Pizza only lunch for 1 student. 1-2 slices $180/yr ($6/lunch); 3-5 $240/yr ($8); 6-8 $300/yr ($10). Children's House/Primary/Elementary get cheese only. School Year 2026-2027.,,Total Pizza Slices: 1-2 Slices|3-5 Slices|6-8 Slices | Pizza Slices: 1|2|3|4|5|6|7|8,"Total Pizza Slices=1-2 Slices,Pizza Slices=1@180; Total Pizza Slices=1-2 Slices,Pizza Slices=2@180; Total Pizza Slices=3-5 Slices,Pizza Slices=3@240; Total Pizza Slices=3-5 Slices,Pizza Slices=4@240; Total Pizza Slices=3-5 Slices,Pizza Slices=5@240; Total Pizza Slices=6-8 Slices,Pizza Slices=6@300; Total Pizza Slices=6-8 Slices,Pizza Slices=7@300; Total Pizza Slices=6-8 Slices,Pizza Slices=8@300",Student Info- First Last Name- Room#*,,https://www.mbmapg.org/product-page/pizza-lunch,2026-08-14T22:19:46.747Z,pizza-lunch-fridays-fundraiser.png,"https://static.wixstatic.com/media/ae91bf_317c0599eb274b9fbb3c24f1523f5f9e~mv2.png/v1/fit/w_1080,h_1080,q_90/file.png"
